[METADATA]
Name: brd14051
Dimension: 14051

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
7862: (5246, 6007)
7863: (5246, 7953)
7864: (5246, 8112)
7865: (5246, 9745)
7866: (5246, 9853)
7867: (5247, 3556)
7868: (5247, 5461)
7869: (5247, 7884)
7870: (5247, 10068)
7871: (5248, 3779)
7872: (5248, 5635)
7873: (5248, 9234)
7874: (5248, 9990)
7875: (5249, 3214)
7876: (5249, 3384)
7877: (5249, 9829)
7878: (5249, 10517)
7879: (5250, 4207)
7880: (5250, 7312)
7881: (5250, 9929)
7882: (5251, 4024)
7883: (5251, 4036)
7884: (5251, 7911)
7885: (5252, 3663)
7886: (5253, 3856)
7887: (5253, 6395)
7888: (5253, 7173)
7889: (5253, 8017)
7890: (5253, 9747)
7891: (5254, 9220)
7892: (5254, 9508)
7893: (5254, 9818)
7894: (5254, 9877)
7895: (5255, 9329)
7896: (5256, 3747)
7897: (5256, 4134)
7898: (5257, 3236)
7899: (5257, 6691)
7900: (5257, 7979)
7901: (5257, 8480)
7902: (5257, 9052)
7903: (5257, 10570)
7904: (5258, 8071)
7905: (5259, 4422)
7906: (5259, 7234)
7907: (5259, 7662)
7908: (5259, 7895)
7909: (5260, 3888)
7910: (5260, 6061)
7911: (5260, 6426)
7912: (5260, 10214)
7913: (5261, 3060)
7914: (5261, 4423)
7915: (5261, 4915)
7916: (5261, 5507)
7917: (5261, 8501)
7918: (5261, 10453)
7919: (5262, 2859)
7920: (5262, 5305)
7921: (5262, 9786)
7922: (5262, 9895)
7923: (5263, 4632)
7924: (5263, 7230)
7925: (5263, 7358)
7926: (5263, 8003)
7927: (5263, 9658)
7928: (5264, 4097)
7929: (5264, 5405)
7930: (5264, 5698)
7931: (5264, 7044)
7932: (5264, 8335)
7933: (5265, 3818)
7934: (5265, 8305)
7935: (5265, 8742)
7936: (5265, 10187)
7937: (5265, 10362)
7938: (5265, 10490)
7939: (5266, 5735)
7940: (5266, 9104)
7941: (5266, 10649)
7942: (5267, 3920)
7943: (5267, 4804)
7944: (5267, 7328)
7945: (5267, 8030)
7946: (5268, 3467)
7947: (5268, 6569)
7948: (5268, 6661)
7949: (5268, 7839)
7950: (5268, 9733)
7951: (5269, 3879)
7952: (5269, 8841)
7953: (5269, 9302)
7954: (5270, 6741)
7955: (5270, 7658)
7956: (5270, 8407)
7957: (5271, 4191)
7958: (5271, 8933)
7959: (5271, 9862)
7960: (5271, 9973)
7961: (5272, 6899)
7962: (5272, 8903)
7963: (5272, 9697)
7964: (5272, 9786)
7965: (5273, 3805)
7966: (5273, 5909)
7967: (5273, 6278)
7968: (5273, 10133)
7969: (5274, 5136)
7970: (5274, 5977)
7971: (5274, 7770)
7972: (5274, 9771)
7973: (5275, 6117)
7974: (5276, 2787)
7975: (5276, 3123)
7976: (5276, 4003)
7977: (5276, 5095)
7978: (5276, 9641)
7979: (5276, 9947)
7980: (5277, 3775)
7981: (5277, 7306)
7982: (5277, 9598)
7983: (5278, 4376)
7984: (5278, 4521)
7985: (5278, 7495)
7986: (5278, 10169)
7987: (5279, 3905)
7988: (5279, 3962)
7989: (5279, 4003)
7990: (5279, 4694)
7991: (5279, 6950)
7992: (5279, 9615)
7993: (5279, 10645)
7994: (5280, 3005)
7995: (5280, 6090)
7996: (5280, 8214)
7997: (5280, 8670)
7998: (5280, 9759)
7999: (5280, 10251)
8000: (5280, 10615)
8001: (5280, 10699)
8002: (5281, 5267)
8003: (5281, 7097)
8004: (5281, 7547)
8005: (5281, 7718)
8006: (5282, 3324)
8007: (5282, 3638)
8008: (5282, 9124)
8009: (5283, 3858)
8010: (5283, 4128)
8011: (5283, 6530)
8012: (5283, 7152)
8013: (5284, 3107)
8014: (5284, 3190)
8015: (5284, 4067)
8016: (5284, 4718)
8017: (5284, 5015)
8018: (5284, 6228)
8019: (5284, 9737)
8020: (5285, 2909)
8021: (5285, 5345)
8022: (5285, 9806)
8023: (5285, 9853)
8024: (5286, 2941)
8025: (5286, 3953)
8026: (5286, 4147)
8027: (5286, 4822)
8028: (5286, 5856)
8029: (5286, 8548)
8030: (5286, 10322)
8031: (5287, 3445)
8032: (5287, 7694)
8033: (5287, 7869)
8034: (5287, 9904)
8035: (5288, 3665)
8036: (5288, 5056)
8037: (5288, 6692)
8038: (5288, 7626)
8039: (5288, 9487)
8040: (5288, 9889)
8041: (5289, 3603)
8042: (5289, 5120)
8043: (5289, 5448)
8044: (5289, 6991)
8045: (5289, 8461)
8046: (5289, 9828)
8047: (5290, 3990)
8048: (5290, 6816)
8049: (5290, 7071)
8050: (5290, 8490)
8051: (5290, 9692)
8052: (5291, 4234)
8053: (5291, 4327)
8054: (5291, 4565)
8055: (5291, 5187)
8056: (5291, 6781)
8057: (5291, 8080)
8058: (5292, 7132)
8059: (5293, 2848)
8060: (5293, 2916)
8061: (5293, 2917)
8062: (5293, 4424)
8063: (5293, 8247)
8064: (5293, 9306)
8065: (5293, 9748)
8066: (5294, 3482)
8067: (5294, 4475)
8068: (5294, 4540)
8069: (5294, 7376)
8070: (5294, 7509)
8071: (5294, 10026)
8072: (5295, 3707)
8073: (5295, 6645)
8074: (5296, 4039)
8075: (5297, 3017)
8076: (5297, 3245)
8077: (5297, 5136)
8078: (5297, 7267)
8079: (5297, 7963)
8080: (5297, 9230)
8081: (5297, 9597)
8082: (5297, 10080)
8083: (5298, 3792)
8084: (5298, 5567)
8085: (5298, 5794)
8086: (5298, 7478)
8087: (5298, 9784)
8088: (5299, 9039)
8089: (5299, 9869)
8090: (5299, 10130)
8091: (5300, 2817)
8092: (5300, 4509)
8093: (5300, 9170)
8094: (5300, 10279)
8095: (5301, 3737)
8096: (5301, 5386)
8097: (5301, 9057)
8098: (5303, 9639)
8099: (5303, 9920)
8100: (5303, 10121)
8101: (5305, 3132)
8102: (5305, 4623)
8103: (5306, 3164)
8104: (5306, 3949)
8105: (5307, 4067)
8106: (5307, 4212)
8107: (5307, 5817)
8108: (5307, 10683)
8109: (5308, 3927)
8110: (5308, 6297)
8111: (5308, 7416)
8112: (5308, 7893)
8113: (5308, 9203)
8114: (5308, 9755)
8115: (5308, 9821)
8116: (5308, 9953)
8117: (5309, 4750)
8118: (5309, 4938)
8119: (5309, 5416)
8120: (5309, 6639)
8121: (5309, 10204)
8122: (5309, 10332)
8123: (5309, 10547)
8124: (5310, 3351)
8125: (5310, 6730)
8126: (5310, 8039)
8127: (5310, 9723)
8128: (5311, 3280)
8129: (5312, 7209)
8130: (5312, 9854)
8131: (5312, 10408)
8132: (5313, 3573)
8133: (5313, 6394)
8134: (5313, 8126)
8135: (5313, 8168)
8136: (5313, 8820)
8137: (5314, 3077)
8138: (5315, 6176)
8139: (5315, 9388)
8140: (5315, 9883)
8141: (5315, 10034)
8142: (5316, 3549)
8143: (5316, 6008)
8144: (5316, 6080)
8145: (5316, 7942)
8146: (5316, 9447)
8147: (5316, 9699)
8148: (5317, 2790)
8149: (5317, 3008)
8150: (5317, 6080)
8151: (5317, 7195)
8152: (5317, 7826)
8153: (5317, 10642)
8154: (5318, 5139)
8155: (5318, 7642)
8156: (5318, 9533)
8157: (5318, 9597)
8158: (5318, 9687)
8159: (5318, 9734)
8160: (5319, 3779)
8161: (5319, 4362)
8162: (5319, 9989)
8163: (5319, 10382)
8164: (5320, 4850)
8165: (5320, 9302)
8166: (5321, 9003)
8167: (5321, 9876)
8168: (5321, 10436)
8169: (5322, 3057)
8170: (5322, 3518)
8171: (5322, 6590)
8172: (5322, 7011)
8173: (5322, 7589)
8174: (5322, 8486)
8175: (5322, 9649)
8176: (5322, 9945)
8177: (5323, 4468)
8178: (5323, 8082)
8179: (5323, 8907)
8180: (5324, 2896)
8181: (5324, 5088)
8182: (5324, 5198)
8183: (5324, 10369)
8184: (5325, 4059)
8185: (5325, 8301)
8186: (5325, 9801)
8187: (5325, 10221)
8188: (5325, 10727)
8189: (5326, 4314)
8190: (5326, 4901)
8191: (5326, 5402)
8192: (5326, 8013)
8193: (5326, 8343)
8194: (5326, 8613)
8195: (5327, 3224)
8196: (5327, 5729)
8197: (5328, 8959)
8198: (5328, 10164)
8199: (5329, 3681)
8200: (5329, 6499)
8201: (5329, 6939)
8202: (5329, 7728)
8203: (5329, 7788)
8204: (5329, 10554)
8205: (5329, 10609)
8206: (5330, 3092)
8207: (5330, 8231)
8208: (5330, 8529)
8209: (5331, 3876)
8210: (5331, 7089)
8211: (5331, 10479)
8212: (5332, 3811)
8213: (5332, 3845)
8214: (5332, 3984)
8215: (5332, 6338)
8216: (5332, 9222)
8217: (5333, 3186)
8218: (5333, 3321)
8219: (5333, 4549)
8220: (5333, 6889)
8221: (5333, 9899)
8222: (5334, 2808)
8223: (5334, 6213)
8224: (5334, 6462)
8225: (5334, 6970)
8226: (5335, 6140)
8227: (5335, 8452)
8228: (5335, 10085)
8229: (5336, 4253)
8230: (5336, 5455)
8231: (5336, 6721)
8232: (5337, 3656)
8233: (5337, 3905)
8234: (5337, 5039)
8235: (5337, 6058)
8236: (5337, 8800)
8237: (5337, 9028)
8238: (5337, 9086)
8239: (5337, 9632)
8240: (5337, 10693)
8241: (5338, 5596)
8242: (5338, 5897)
8243: (5338, 9628)
8244: (5339, 4427)
8245: (5339, 5946)
8246: (5339, 9924)
8247: (5340, 3041)
8248: (5340, 3930)
8249: (5340, 3948)
8250: (5340, 5572)
8251: (5340, 7983)
8252: (5340, 9747)
8253: (5340, 9837)
8254: (5340, 10290)
8255: (5341, 3741)
8256: (5341, 4616)
8257: (5341, 5649)
8258: (5341, 7449)
8259: (5341, 10664)
8260: (5342, 3417)
8261: (5342, 5524)
8262: (5342, 5609)
8263: (5342, 9863)
8264: (5342, 10446)
8265: (5343, 4169)
8266: (5343, 4779)
8267: (5343, 4947)
8268: (5343, 5524)
8269: (5343, 7526)
8270: (5343, 9051)
8271: (5344, 3141)
8272: (5344, 7701)
8273: (5345, 3270)
8274: (5345, 3698)
8275: (5345, 4116)
8276: (5345, 4118)
8277: (5345, 6747)
8278: (5345, 8684)
8279: (5346, 2975)
8280: (5346, 6849)
8281: (5346, 7138)
8282: (5346, 7615)
8283: (5347, 4583)
8284: (5347, 8730)
8285: (5347, 9697)
8286: (5347, 9821)
8287: (5348, 9891)
8288: (5348, 10118)
8289: (5348, 10340)
8290: (5348, 10498)
8291: (5349, 3778)
8292: (5349, 5986)
8293: (5349, 6789)
8294: (5349, 8825)
8295: (5349, 10069)
8296: (5350, 7928)
8297: (5350, 9345)
8298: (5350, 9678)
8299: (5350, 9956)
8300: (5351, 3050)
8301: (5351, 9115)
8302: (5351, 10758)
8303: (5352, 4048)
8304: (5352, 9616)
8305: (5352, 9656)
8306: (5352, 10524)
8307: (5353, 2854)
8308: (5353, 3232)
8309: (5353, 3302)
8310: (5353, 5151)
8311: (5354, 3330)
8312: (5354, 4186)
8313: (5354, 4635)
8314: (5354, 5236)
8315: (5354, 7378)
8316: (5354, 7582)
8317: (5354, 8649)
8318: (5354, 10203)
8319: (5355, 3465)
8320: (5355, 3562)
8321: (5355, 3986)
8322: (5355, 4678)
8323: (5355, 6387)
8324: (5355, 7795)
8325: (5355, 9038)
8326: (5355, 9725)
8327: (5357, 8177)
8328: (5358, 5749)
8329: (5358, 8118)
8330: (5358, 10026)
8331: (5359, 2776)
8332: (5359, 6688)
8333: (5359, 10376)
8334: (5359, 10567)
8335: (5360, 3026)
8336: (5360, 3870)
8337: (5360, 5302)
8338: (5360, 6078)
8339: (5360, 7332)
8340: (5361, 4370)
8341: (5361, 9974)
8342: (5362, 2870)
8343: (5362, 3826)
8344: (5362, 8061)
8345: (5363, 5363)
8346: (5363, 6247)
8347: (5363, 9319)
8348: (5364, 6925)
8349: (5364, 8231)
8350: (5364, 9378)
8351: (5364, 10720)
8352: (5365, 2815)
8353: (5365, 3485)
8354: (5365, 10335)
8355: (5366, 4202)
8356: (5366, 4866)
8357: (5366, 5112)
8358: (5366, 5857)
8359: (5367, 4274)
8360: (5367, 5669)
8361: (5367, 6884)
8362: (5367, 9048)
8363: (5368, 4046)
8364: (5368, 4467)
8365: (5368, 4716)
8366: (5368, 8883)
8367: (5368, 10403)
8368: (5369, 3208)
8369: (5369, 4498)
8370: (5369, 6541)
8371: (5369, 8943)
8372: (5369, 8970)
8373: (5370, 3091)
8374: (5370, 10654)
8375: (5371, 5121)
8376: (5371, 5429)
8377: (5371, 9540)
8378: (5371, 9751)
8379: (5371, 10683)
8380: (5372, 6628)
8381: (5372, 7656)
8382: (5372, 9503)
8383: (5373, 2914)
8384: (5373, 2940)
8385: (5373, 3174)
8386: (5373, 5769)
8387: (5373, 7986)
8388: (5373, 8452)
8389: (5373, 9571)
8390: (5374, 6961)
8391: (5374, 10356)
8392: (5375, 7739)
8393: (5375, 9709)
8394: (5376, 2975)
8395: (5376, 5016)
8396: (5376, 6502)
8397: (5376, 6600)
8398: (5376, 7496)
8399: (5376, 9726)
8400: (5376, 9946)
8401: (5377, 3803)
8402: (5377, 4331)
8403: (5377, 4556)
8404: (5377, 7963)
8405: (5377, 9913)
8406: (5378, 6801)
8407: (5378, 7839)
8408: (5378, 9255)
8409: (5378, 10084)
8410: (5378, 10503)
8411: (5379, 10465)
8412: (5380, 3125)
8413: (5380, 3710)
8414: (5380, 4919)
8415: (5380, 10390)
8416: (5380, 10483)
8417: (5381, 3864)
8418: (5381, 3909)
8419: (5381, 4183)
8420: (5381, 4403)
8421: (5381, 5217)
8422: (5381, 7161)
8423: (5382, 6641)
8424: (5382, 9746)
8425: (5382, 9783)
8426: (5383, 3048)
8427: (5383, 3753)
8428: (5383, 4655)
8429: (5383, 5217)
8430: (5383, 6039)
8431: (5383, 6585)
8432: (5383, 6669)
8433: (5383, 10269)
8434: (5384, 3408)
8435: (5384, 3420)
8436: (5384, 6852)
8437: (5384, 7188)
8438: (5384, 7693)
8439: (5384, 8616)
8440: (5385, 3954)
8441: (5385, 5081)
8442: (5385, 7206)
8443: (5385, 10534)
8444: (5385, 10729)
8445: (5386, 3877)
8446: (5386, 8278)
8447: (5387, 2833)
8448: (5387, 7598)
8449: (5387, 8015)
8450: (5388, 3345)
8451: (5388, 7261)
8452: (5388, 8890)
8453: (5388, 9286)
8454: (5388, 10023)
8455: (5388, 10602)
8456: (5389, 4048)
8457: (5389, 4143)
8458: (5389, 4828)
8459: (5389, 5474)
8460: (5389, 7912)
8461: (5389, 8394)
8462: (5389, 8703)
8463: (5389, 9684)
8464: (5390, 3003)
8465: (5390, 7484)
8466: (5390, 10169)
8467: (5391, 4800)
8468: (5391, 4829)
8469: (5391, 5515)
8470: (5391, 8414)
8471: (5391, 9553)
8472: (5391, 9583)
8473: (5391, 9691)
8474: (5392, 7459)
8475: (5393, 3759)
8476: (5393, 6786)
8477: (5393, 8364)
8478: (5394, 6133)
8479: (5394, 8455)
8480: (5394, 9425)
8481: (5395, 5769)
8482: (5395, 7568)
8483: (5395, 9659)
8484: (5395, 9925)
8485: (5397, 3285)
8486: (5397, 3843)
8487: (5397, 5161)
8488: (5397, 8259)
8489: (5398, 3316)
8490: (5398, 9771)
8491: (5399, 2745)
8492: (5399, 6245)
8493: (5399, 6402)
8494: (5399, 8070)
8495: (5399, 9259)
8496: (5399, 10347)
8497: (5400, 6760)
8498: (5400, 9116)
8499: (5400, 9142)
8500: (5400, 9731)
8501: (5401, 2797)
8502: (5401, 3472)
8503: (5401, 3544)
8504: (5401, 7508)
8505: (5401, 8565)
8506: (5401, 9306)
8507: (5402, 4209)
8508: (5402, 4871)
8509: (5402, 8817)
8510: (5402, 9471)
8511: (5403, 4718)
8512: (5403, 5854)
8513: (5403, 9867)
8514: (5404, 2712)
8515: (5404, 2891)
8516: (5404, 4081)
8517: (5404, 4115)
8518: (5404, 4748)
8519: (5404, 5941)
8520: (5404, 6837)
8521: (5404, 6944)
8522: (5404, 7679)
8523: (5404, 9991)
8524: (5404, 10045)
8525: (5405, 3107)
8526: (5405, 3696)
8527: (5405, 4469)
8528: (5405, 9323)
8529: (5405, 9330)
8530: (5405, 9351)
8531: (5405, 10135)
8532: (5405, 10443)
8533: (5406, 3427)
8534: (5406, 6316)
8535: (5406, 7137)
8536: (5406, 8046)
8537: (5406, 9179)
8538: (5406, 9360)
8539: (5406, 9724)
8540: (5407, 4360)
8541: (5407, 9622)
8542: (5408, 4652)
8543: (5408, 6023)
8544: (5408, 6179)
8545: (5408, 7454)
8546: (5408, 7958)
8547: (5408, 8121)
8548: (5408, 9203)
8549: (5409, 5305)
8550: (5409, 8418)
8551: (5409, 10301)
8552: (5409, 10481)
8553: (5409, 10593)
8554: (5409, 10719)
8555: (5410, 10121)
8556: (5411, 2808)
8557: (5411, 5581)
8558: (5411, 5884)
8559: (5411, 6540)
8560: (5411, 9516)
8561: (5411, 10534)
8562: (5412, 5102)
8563: (5412, 6468)
8564: (5412, 6733)
8565: (5412, 6887)
8566: (5412, 7153)
8567: (5412, 8310)
8568: (5412, 9455)
8569: (5412, 9801)
8570: (5413, 3227)
8571: (5413, 4590)
8572: (5413, 5376)
8573: (5413, 6706)
8574: (5413, 7700)
8575: (5413, 10020)
8576: (5414, 8095)
8577: (5415, 3928)
8578: (5415, 7049)
8579: (5415, 9756)
8580: (5416, 3803)
8581: (5416, 4783)
8582: (5416, 9738)
8583: (5416, 9859)
8584: (5417, 3733)
8585: (5417, 7575)
8586: (5417, 8361)
8587: (5417, 8727)
8588: (5417, 9772)
8589: (5418, 3246)
8590: (5418, 3865)
8591: (5418, 4181)
8592: (5418, 7045)
8593: (5418, 8239)
8594: (5418, 9906)
8595: (5418, 10230)
8596: (5419, 3578)
8597: (5419, 4428)
8598: (5419, 9257)
8599: (5420, 5552)
8600: (5420, 5648)
8601: (5420, 8682)
8602: (5420, 9396)
8603: (5421, 3901)
8604: (5421, 10692)
8605: (5422, 3364)
8606: (5422, 8028)
8607: (5422, 8925)
8608: (5423, 2824)
8609: (5423, 4315)
8610: (5423, 5262)
8611: (5423, 7052)
8612: (5423, 10550)
8613: (5424, 3420)
8614: (5424, 4060)
8615: (5424, 4249)
8616: (5424, 6621)
8617: (5425, 3506)
8618: (5425, 9934)
8619: (5426, 3880)
8620: (5426, 8401)
8621: (5426, 9963)
8622: (5427, 3290)
8623: (5427, 7627)
8624: (5427, 7730)
8625: (5427, 9521)
8626: (5428, 6273)
8627: (5428, 7029)
8628: (5428, 8163)
8629: (5428, 8530)
8630: (5428, 8978)
8631: (5428, 9736)
8632: (5429, 2885)
8633: (5429, 4502)
8634: (5429, 4959)
8635: (5429, 7848)
8636: (5429, 8223)
8637: (5429, 9501)
8638: (5429, 10141)
8639: (5429, 10180)
8640: (5430, 7478)
8641: (5430, 7555)
8642: (5430, 9558)
8643: (5430, 10739)
8644: (5431, 3444)
8645: (5431, 3943)
8646: (5431, 5169)
8647: (5431, 5238)
8648: (5431, 6861)
8649: (5431, 6909)
8650: (5431, 9142)
8651: (5431, 10200)
8652: (5431, 10388)
8653: (5432, 5211)
8654: (5432, 8065)
8655: (5432, 10023)
8656: (5432, 10371)
8657: (5432, 10630)
8658: (5433, 3136)
8659: (5433, 4602)
8660: (5433, 7902)
8661: (5434, 6571)
8662: (5434, 7097)
8663: (5434, 9449)
8664: (5435, 5171)
8665: (5435, 5393)
8666: (5435, 7935)
8667: (5435, 8377)
8668: (5435, 9070)
8669: (5436, 5890)
8670: (5436, 7429)
8671: (5436, 8048)
8672: (5436, 10169)
8673: (5437, 3611)
8674: (5437, 4538)
8675: (5437, 4672)
8676: (5437, 10089)
8677: (5437, 10497)
8678: (5438, 5660)
8679: (5438, 7527)
8680: (5438, 9786)
8681: (5438, 10693)
8682: (5439, 5616)
8683: (5439, 6059)
8684: (5439, 7228)
8685: (5441, 3008)
8686: (5441, 3079)
8687: (5441, 4007)
8688: (5441, 5597)
8689: (5441, 9459)
8690: (5441, 9483)
8691: (5441, 9912)
8692: (5441, 10281)
8693: (5442, 2794)
8694: (5442, 4044)
8695: (5443, 3191)
8696: (5443, 5730)
8697: (5443, 5992)
8698: (5443, 6810)
8699: (5444, 6886)
8700: (5444, 8612)
8701: (5444, 8794)
8702: (5444, 9412)
8703: (5445, 3256)
8704: (5445, 6182)
8705: (5445, 10473)
8706: (5446, 3528)
8707: (5446, 5152)
8708: (5446, 5728)
8709: (5446, 7712)
8710: (5446, 7961)
8711: (5446, 8912)
8712: (5447, 2956)
8713: (5447, 3967)
8714: (5447, 4366)
8715: (5448, 3226)
8716: (5448, 4599)
8717: (5448, 5265)
8718: (5448, 5791)
8719: (5449, 8108)
8720: (5449, 9675)
8721: (5450, 2711)
8722: (5450, 4858)
8723: (5450, 5319)
8724: (5450, 7797)
8725: (5450, 9840)
8726: (5450, 9949)
8727: (5451, 2857)
8728: (5451, 4757)
8729: (5451, 9313)
8730: (5452, 3376)
8731: (5452, 5182)
8732: (5452, 6717)
8733: (5452, 9759)
8734: (5452, 9879)
8735: (5452, 10514)
8736: (5453, 6438)
8737: (5453, 6959)
8738: (5453, 8031)
8739: (5453, 9506)
8740: (5453, 9755)
8741: (5453, 9981)
8742: (5453, 10157)
8743: (5453, 10279)
8744: (5453, 10312)
8745: (5454, 2837)
8746: (5454, 3427)
8747: (5454, 3871)
8748: (5454, 3948)
8749: (5454, 7986)
8750: (5454, 9023)
8751: (5455, 3234)
8752: (5455, 6377)
8753: (5455, 10370)
8754: (5456, 3323)
8755: (5456, 3362)
8756: (5456, 4402)
8757: (5456, 8077)
8758: (5456, 9615)
8759: (5456, 10019)
8760: (5457, 3506)
8761: (5457, 5854)
8762: (5457, 7535)
8763: (5458, 2926)
8764: (5458, 3043)
8765: (5458, 3181)
8766: (5458, 5236)
8767: (5458, 10232)
8768: (5458, 10427)
8769: (5459, 2688)
8770: (5459, 4114)
8771: (5459, 7198)
8772: (5459, 7873)
8773: (5459, 8002)
8774: (5459, 9563)
8775: (5460, 4885)
8776: (5460, 7628)
8777: (5460, 8360)
8778: (5461, 3732)
8779: (5461, 4700)
8780: (5461, 8018)
8781: (5461, 8845)
8782: (5461, 9685)
8783: (5461, 10258)
8784: (5462, 3274)
8785: (5462, 3785)
8786: (5462, 5014)
8787: (5462, 6991)
8788: (5462, 8223)
8789: (5462, 10203)
8790: (5463, 5714)
8791: (5463, 10319)
8792: (5464, 3689)
8793: (5464, 3923)
8794: (5464, 3998)
8795: (5464, 4652)
8796: (5464, 5423)
8797: (5464, 5487)
8798: (5464, 5551)
8799: (5464, 6621)
8800: (5464, 6748)
8801: (5464, 8657)
8802: (5464, 9672)
8803: (5464, 10671)
8804: (5465, 3395)
8805: (5465, 4133)
8806: (5465, 4812)
8807: (5465, 8638)
8808: (5465, 9251)
8809: (5465, 9892)
8810: (5466, 6121)
8811: (5466, 8284)
8812: (5466, 9171)
8813: (5466, 9367)
8814: (5466, 10346)
8815: (5466, 10553)
8816: (5466, 10585)
8817: (5467, 5965)
8818: (5467, 6548)
8819: (5467, 6844)
8820: (5467, 10442)
8821: (5468, 3873)
8822: (5468, 4193)
8823: (5468, 5452)
8824: (5468, 8571)
8825: (5468, 9059)
8826: (5468, 10175)
8827: (5469, 3466)
8828: (5469, 4483)
8829: (5469, 7155)
8830: (5469, 7487)
8831: (5469, 9947)
8832: (5469, 10536)
8833: (5470, 6310)
8834: (5470, 6523)
8835: (5471, 7645)
8836: (5471, 9496)
8837: (5471, 9873)
8838: (5471, 10613)
8839: (5472, 3974)
8840: (5472, 6254)
8841: (5472, 7035)
8842: (5472, 8465)
8843: (5472, 9593)
8844: (5473, 5056)
8845: (5473, 8084)
8846: (5474, 3021)
8847: (5474, 3822)
8848: (5474, 4607)
8849: (5474, 8757)
8850: (5474, 9958)
8851: (5474, 10643)
8852: (5475, 3106)
8853: (5475, 3576)
8854: (5475, 5924)
8855: (5475, 7388)
8856: (5475, 7463)
8857: (5475, 9033)
8858: (5475, 10267)
8859: (5476, 7361)
8860: (5476, 7735)
8861: (5476, 8026)
8862: (5476, 8039)
8863: (5476, 8053)
8864: (5476, 9128)
8865: (5476, 9546)
8866: (5477, 2948)
8867: (5477, 9776)
8868: (5477, 9804)
8869: (5477, 9820)
8870: (5477, 10304)
8871: (5478, 3081)
8872: (5478, 3278)
8873: (5478, 3387)
8874: (5478, 3422)
8875: (5478, 8095)
8876: (5479, 2681)
8877: (5479, 3871)
8878: (5479, 3891)
8879: (5479, 4964)
8880: (5479, 5901)
8881: (5479, 5997)
8882: (5479, 6782)
8883: (5479, 9734)
8884: (5479, 10167)
8885: (5480, 5330)
8886: (5480, 5853)
8887: (5480, 8063)
8888: (5481, 3134)
8889: (5481, 3651)
8890: (5481, 3942)
8891: (5481, 5674)
8892: (5481, 7847)
8893: (5481, 7983)
8894: (5481, 7995)
8895: (5481, 8354)
8896: (5481, 8680)
8897: (5482, 5276)
8898: (5482, 8054)
8899: (5482, 8086)
8900: (5482, 9629)
8901: (5482, 10009)
8902: (5483, 2785)
8903: (5483, 3239)
8904: (5483, 5084)
8905: (5483, 8038)
8906: (5483, 8055)
8907: (5483, 9685)
8908: (5483, 10243)
8909: (5483, 10470)
8910: (5484, 3301)
8911: (5484, 3800)
8912: (5484, 6732)
8913: (5484, 7920)
8914: (5484, 9303)
8915: (5485, 3991)
8916: (5485, 5937)
8917: (5485, 8001)
8918: (5485, 10201)
8919: (5486, 3258)
8920: (5486, 3652)
8921: (5486, 4287)
8922: (5486, 6664)
8923: (5486, 9834)
8924: (5487, 7994)
8925: (5487, 8011)
8926: (5488, 2968)
8927: (5488, 3397)
8928: (5488, 5375)
8929: (5488, 7614)
8930: (5488, 10501)
8931: (5489, 2874)
8932: (5489, 6241)
8933: (5489, 8052)
8934: (5489, 9733)
8935: (5489, 9980)
8936: (5489, 10338)
8937: (5489, 10395)
8938: (5489, 10672)
8939: (5490, 3166)
8940: (5490, 4790)
8941: (5490, 5139)
8942: (5490, 6240)
8943: (5490, 8020)
8944: (5490, 8279)
8945: (5491, 3766)
8946: (5491, 7074)
8947: (5491, 9455)
8948: (5491, 9757)
8949: (5491, 10600)
8950: (5492, 7995)
8951: (5493, 3592)
8952: (5493, 8191)
8953: (5493, 9573)
8954: (5493, 10580)
8955: (5494, 2749)
8956: (5494, 2985)
8957: (5494, 3886)
8958: (5494, 4380)
8959: (5494, 6603)
8960: (5495, 8137)
8961: (5495, 8988)
8962: (5495, 9922)
8963: (5495, 10564)
8964: (5496, 3326)
8965: (5496, 3358)
8966: (5496, 7436)
8967: (5496, 7693)
8968: (5496, 8076)
8969: (5496, 9156)
8970: (5496, 10521)
8971: (5497, 2683)
8972: (5497, 3657)
8973: (5497, 7595)
8974: (5497, 8215)
8975: (5497, 9810)
8976: (5498, 4747)
8977: (5498, 6347)
8978: (5498, 9882)
8979: (5498, 10542)
8980: (5499, 4844)
8981: (5499, 5166)
8982: (5499, 5224)
8983: (5499, 8095)
8984: (5499, 8927)
8985: (5499, 9221)
8986: (5499, 10056)
8987: (5500, 6571)
8988: (5500, 8256)
8989: (5500, 10283)
8990: (5501, 3779)
8991: (5501, 4217)
8992: (5501, 4525)
8993: (5501, 4584)
8994: (5501, 7876)
8995: (5501, 9530)
8996: (5502, 4363)
8997: (5502, 5440)
8998: (5503, 3806)
8999: (5503, 5987)
9000: (5503, 8024)
9001: (5503, 8028)
9002: (5503, 9475)
9003: (5503, 10638)
9004: (5504, 4004)
9005: (5504, 4436)
9006: (5504, 6714)
9007: (5504, 7742)
9008: (5504, 7945)
9009: (5505, 5755)
9010: (5505, 6006)
9011: (5505, 6688)
9012: (5505, 9836)
9013: (5505, 10672)
9014: (5506, 2905)
9015: (5506, 5051)
9016: (5507, 4048)
9017: (5507, 6312)
9018: (5507, 9377)
9019: (5508, 3706)
9020: (5508, 7775)
9021: (5508, 9562)
9022: (5508, 9599)
