[METADATA]
Name: d15112
Dimension: 15112

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
8863: (16803, 15445)
8864: (13389, 10520)
8865: (13373, 10551)
8866: (13422, 10461)
8867: (9245, 11648)
8868: (11848, 8779)
8869: (16217, 16190)
8870: (15689, 15045)
8871: (15315, 16127)
8872: (11552, 2253)
8873: (12082, 10744)
8874: (11506, 11412)
8875: (11254, 11103)
8876: (5700, 11169)
8877: (15377, 13518)
8878: (11742, 4274)
8879: (9428, 6977)
8880: (3497, 7892)
8881: (4014, 5486)
8882: (3446, 5702)
8883: (3706, 10090)
8884: (2273, 9211)
8885: (8640, 8902)
8886: (11148, 1513)
8887: (7208, 3129)
8888: (5925, 7925)
8889: (10128, 3795)
8890: (3623, 14355)
8891: (3952, 8017)
8892: (3914, 7391)
8893: (7380, 20356)
8894: (9223, 2800)
8895: (2914, 9004)
8896: (3562, 1448)
8897: (5778, 9581)
8898: (1361, 8760)
8899: (15968, 17909)
8900: (1858, 9481)
8901: (3800, 10312)
8902: (9236, 19042)
8903: (13091, 14638)
8904: (12448, 15626)
8905: (667, 9166)
8906: (13057, 16230)
8907: (4666, 4582)
8908: (9690, 5452)
8909: (15042, 10795)
8910: (13062, 9514)
8911: (12819, 13418)
8912: (7805, 6005)
8913: (17223, 13959)
8914: (17098, 13109)
8915: (12757, 11495)
8916: (6645, 5001)
8917: (7524, 2572)
8918: (7453, 23168)
8919: (9498, 4705)
8920: (11193, 10030)
8921: (8399, 17475)
8922: (11986, 10286)
8923: (10556, 9063)
8924: (15223, 20548)
8925: (4150, 517)
8926: (10800, 835)
8927: (6732, 4880)
8928: (7394, 4905)
8929: (12441, 11932)
8930: (9902, 19667)
8931: (11970, 19742)
8932: (1739, 8311)
8933: (7835, 4418)
8934: (13137, 12724)
8935: (3288, 8157)
8936: (4841, 6425)
8937: (13933, 12164)
8938: (13669, 11371)
8939: (646, 8269)
8940: (12764, 10129)
8941: (12754, 6403)
8942: (3592, 12365)
8943: (10832, 13795)
8944: (2342, 9236)
8945: (4159, 7388)
8946: (13180, 17059)
8947: (4849, 7921)
8948: (16471, 18819)
8949: (14851, 15260)
8950: (9622, 11582)
8951: (12125, 8109)
8952: (5589, 3547)
8953: (8487, 20011)
8954: (13507, 15514)
8955: (9794, 18089)
8956: (11527, 16256)
8957: (10513, 10498)
8958: (11680, 9177)
8959: (12416, 10242)
8960: (1624, 6344)
8961: (2339, 6748)
8962: (12015, 3528)
8963: (3112, 8144)
8964: (2956, 6490)
8965: (13583, 11386)
8966: (635, 8237)
8967: (15337, 10671)
8968: (3808, 9210)
8969: (10793, 4344)
8970: (14385, 17086)
8971: (3901, 8821)
8972: (9120, 17776)
8973: (1157, 8338)
8974: (8735, 4027)
8975: (13754, 16397)
8976: (11915, 13210)
8977: (9575, 10713)
8978: (13658, 11649)
8979: (5056, 7998)
8980: (6599, 12040)
8981: (11801, 11767)
8982: (17259, 14032)
8983: (13241, 12882)
8984: (14372, 12166)
8985: (12745, 11239)
8986: (14464, 11510)
8987: (2843, 9001)
8988: (14141, 11923)
8989: (13352, 12226)
8990: (3478, 9689)
8991: (1639, 7891)
8992: (1814, 7539)
8993: (3969, 10385)
8994: (10867, 12266)
8995: (11642, 11095)
8996: (11971, 11433)
8997: (14969, 12691)
8998: (8910, 11601)
8999: (5224, 22731)
9000: (11517, 17883)
9001: (16475, 12293)
9002: (11341, 12169)
9003: (15568, 19094)
9004: (14668, 11972)
9005: (6090, 5918)
9006: (5758, 6232)
9007: (6312, 6243)
9008: (5830, 6290)
9009: (6633, 5593)
9010: (6774, 3775)
9011: (6700, 3683)
9012: (6567, 5118)
9013: (6422, 6003)
9014: (10873, 10669)
9015: (14393, 19693)
9016: (12596, 14693)
9017: (11800, 14836)
9018: (2441, 8521)
9019: (11572, 12936)
9020: (8287, 3560)
9021: (9408, 18367)
9022: (14830, 19329)
9023: (14602, 20453)
9024: (7417, 14047)
9025: (8384, 21119)
9026: (8694, 20623)
9027: (12067, 13120)
9028: (8889, 20749)
9029: (8943, 20987)
9030: (2527, 8511)
9031: (6305, 3180)
9032: (1935, 9078)
9033: (13706, 12283)
9034: (14028, 13242)
9035: (1268, 8588)
9036: (4201, 6285)
9037: (5936, 5942)
9038: (8493, 10263)
9039: (7362, 3615)
9040: (11811, 11601)
9041: (10393, 13624)
9042: (3367, 10297)
9043: (7820, 3525)
9044: (12472, 12217)
9045: (11486, 12388)
9046: (13694, 12426)
9047: (13345, 11588)
9048: (3389, 19483)
9049: (13079, 16367)
9050: (10561, 5112)
9051: (8124, 11285)
9052: (4110, 9506)
9053: (15993, 11144)
9054: (15770, 20691)
9055: (13749, 12202)
9056: (14869, 20253)
9057: (1918, 9004)
9058: (8457, 3498)
9059: (8937, 4199)
9060: (8790, 19989)
9061: (10924, 11537)
9062: (1662, 8903)
9063: (8499, 3177)
9064: (3208, 6997)
9065: (13459, 14950)
9066: (16808, 12338)
9067: (10196, 19902)
9068: (12232, 11745)
9069: (3320, 19653)
9070: (9329, 688)
9071: (4440, 11051)
9072: (12108, 18419)
9073: (8616, 21243)
9074: (1469, 9825)
9075: (879, 12422)
9076: (9968, 16438)
9077: (14141, 14947)
9078: (4375, 9195)
9079: (13243, 17605)
9080: (13424, 15547)
9081: (12724, 10086)
9082: (13594, 21858)
9083: (14942, 21034)
9084: (9893, 18260)
9085: (7647, 21855)
9086: (14101, 15934)
9087: (12988, 19421)
9088: (16134, 15561)
9089: (9720, 18735)
9090: (10700, 18113)
9091: (15269, 20161)
9092: (15806, 14826)
9093: (16713, 16151)
9094: (12337, 19316)
9095: (7843, 18968)
9096: (16199, 14400)
9097: (15470, 15799)
9098: (5238, 9053)
9099: (4014, 7561)
9100: (8037, 12416)
9101: (12797, 20399)
9102: (5597, 8333)
9103: (14780, 19237)
9104: (13843, 20010)
9105: (8283, 3067)
9106: (14129, 16680)
9107: (13235, 8135)
9108: (16499, 16833)
9109: (7413, 22400)
9110: (6177, 8763)
9111: (12779, 1131)
9112: (11709, 2110)
9113: (3367, 17453)
9114: (14389, 19402)
9115: (16559, 15429)
9116: (9195, 9699)
9117: (7563, 7264)
9118: (11329, 20796)
9119: (5541, 3930)
9120: (15456, 3514)
9121: (10692, 4145)
9122: (9023, 2812)
9123: (11209, 20502)
9124: (12155, 2614)
9125: (6689, 5918)
9126: (10037, 10997)
9127: (14208, 9743)
9128: (10430, 13165)
9129: (8131, 22020)
9130: (11268, 8207)
9131: (15609, 17312)
9132: (12940, 14838)
9133: (17547, 11480)
9134: (9754, 16826)
9135: (10724, 9570)
9136: (11430, 9986)
9137: (7380, 20201)
9138: (5308, 4468)
9139: (3156, 1360)
9140: (7492, 19637)
9141: (9846, 5844)
9142: (1104, 9220)
9143: (7533, 8236)
9144: (14262, 17152)
9145: (11887, 20263)
9146: (14130, 21093)
9147: (10588, 16532)
9148: (8635, 12695)
9149: (15425, 19991)
9150: (14555, 20151)
9151: (11013, 16433)
9152: (15799, 14936)
9153: (13411, 14625)
9154: (7427, 19832)
9155: (7010, 20532)
9156: (16145, 15850)
9157: (11493, 11231)
9158: (8960, 20346)
9159: (15974, 17244)
9160: (15335, 16219)
9161: (2385, 16078)
9162: (8699, 11279)
9163: (11062, 15350)
9164: (6395, 21418)
9165: (5835, 16827)
9166: (7493, 19150)
9167: (7684, 17615)
9168: (3141, 15230)
9169: (14502, 21169)
9170: (14583, 19516)
9171: (4484, 16050)
9172: (11447, 8472)
9173: (3856, 12214)
9174: (12697, 9769)
9175: (6828, 5710)
9176: (7404, 11015)
9177: (7366, 5599)
9178: (15343, 19534)
9179: (6661, 11333)
9180: (3656, 1252)
9181: (705, 8342)
9182: (3132, 8276)
9183: (12158, 16479)
9184: (11743, 2838)
9185: (12797, 4159)
9186: (6396, 20377)
9187: (6319, 20341)
9188: (10269, 16216)
9189: (6961, 3580)
9190: (6549, 2603)
9191: (12875, 3100)
9192: (11546, 13957)
9193: (12490, 10400)
9194: (17442, 11494)
9195: (14058, 18105)
9196: (15566, 17653)
9197: (3627, 9425)
9198: (16400, 16495)
9199: (3921, 19791)
9200: (6433, 20016)
9201: (15398, 3403)
9202: (10506, 9763)
9203: (11389, 6962)
9204: (10721, 9136)
9205: (9995, 18428)
9206: (5687, 4351)
9207: (16877, 13639)
9208: (6733, 4002)
9209: (5994, 1749)
9210: (15183, 10387)
9211: (1281, 8619)
9212: (14165, 14586)
9213: (3975, 6717)
9214: (8294, 14343)
9215: (7479, 9550)
9216: (10105, 19319)
9217: (9535, 6384)
9218: (14338, 14646)
9219: (5023, 6260)
9220: (14600, 17226)
9221: (2113, 7152)
9222: (7037, 8165)
9223: (13446, 20216)
9224: (3603, 18649)
9225: (13025, 11808)
9226: (7632, 766)
9227: (16120, 12327)
9228: (16778, 11807)
9229: (5946, 23361)
9230: (10088, 21693)
9231: (13949, 4973)
9232: (13237, 11621)
9233: (14968, 11473)
9234: (8912, 11349)
9235: (14364, 5900)
9236: (11568, 6652)
9237: (15293, 4097)
9238: (6943, 10871)
9239: (13244, 5953)
9240: (1432, 12801)
9241: (11798, 17183)
9242: (13952, 10651)
9243: (12959, 10659)
9244: (11388, 20270)
9245: (15944, 17658)
9246: (16211, 17108)
9247: (9782, 20049)
9248: (3299, 17605)
9249: (4377, 6743)
9250: (8361, 4715)
9251: (16441, 16921)
9252: (16400, 17029)
9253: (5615, 4902)
9254: (11288, 17129)
9255: (14222, 17821)
9256: (14313, 17344)
9257: (5188, 5933)
9258: (1926, 7817)
9259: (12942, 10266)
9260: (10689, 11516)
9261: (11240, 5866)
9262: (13495, 2987)
9263: (12585, 10374)
9264: (8214, 20909)
9265: (13114, 6131)
9266: (14275, 10204)
9267: (12431, 9745)
9268: (11443, 9540)
9269: (11295, 13878)
9270: (9573, 11865)
9271: (11635, 10455)
9272: (4042, 10404)
9273: (4244, 10651)
9274: (4426, 9890)
9275: (1970, 7468)
9276: (6215, 6238)
9277: (7005, 7203)
9278: (10527, 6902)
9279: (10948, 6630)
9280: (3075, 6697)
9281: (2396, 6175)
9282: (2943, 11002)
9283: (13884, 2646)
9284: (16431, 13364)
9285: (10880, 13480)
9286: (16176, 17072)
9287: (16069, 4352)
9288: (3676, 3349)
9289: (11364, 2131)
9290: (16589, 18633)
9291: (10209, 10514)
9292: (16278, 17110)
9293: (13578, 17394)
9294: (9989, 3052)
9295: (17303, 11640)
9296: (15491, 4762)
9297: (3523, 19416)
9298: (13989, 15385)
9299: (8732, 6088)
9300: (10958, 10598)
9301: (9997, 10488)
9302: (12235, 7978)
9303: (17964, 12741)
9304: (1687, 12020)
9305: (9133, 12719)
9306: (6493, 10809)
9307: (3115, 10139)
9308: (11977, 7603)
9309: (7356, 7898)
9310: (9457, 6773)
9311: (11909, 4388)
9312: (12692, 7313)
9313: (10082, 9960)
9314: (7168, 15976)
9315: (4403, 6163)
9316: (10498, 9190)
9317: (9742, 21016)
9318: (16646, 11568)
9319: (11220, 18739)
9320: (12913, 17110)
9321: (9854, 13020)
9322: (11711, 10481)
9323: (12908, 9613)
9324: (4307, 10148)
9325: (8444, 11250)
9326: (5874, 3344)
9327: (14068, 18712)
9328: (12808, 4937)
9329: (16356, 16726)
9330: (11831, 13204)
9331: (10357, 14508)
9332: (5318, 3919)
9333: (3143, 9571)
9334: (8278, 21827)
9335: (13679, 10413)
9336: (17267, 14927)
9337: (14383, 12794)
9338: (14506, 19582)
9339: (8778, 20216)
9340: (3257, 8791)
9341: (13705, 14833)
9342: (2867, 9513)
9343: (14744, 12233)
9344: (6252, 9458)
9345: (5849, 9084)
9346: (5950, 8896)
9347: (1202, 10438)
9348: (13895, 14898)
9349: (14001, 14871)
9350: (14748, 14319)
9351: (5481, 22830)
9352: (6099, 23110)
9353: (8135, 23087)
9354: (15627, 19087)
9355: (6881, 12007)
9356: (2862, 8085)
9357: (4255, 7913)
9358: (18084, 12539)
9359: (4588, 7885)
9360: (17753, 12292)
9361: (4104, 7364)
9362: (3939, 9754)
9363: (13084, 3751)
9364: (3026, 7005)
9365: (12860, 10620)
9366: (14495, 4322)
9367: (15285, 11957)
9368: (7474, 10634)
9369: (3727, 9000)
9370: (13500, 2835)
9371: (15088, 11050)
9372: (12266, 10262)
9373: (10214, 12126)
9374: (3067, 9877)
9375: (2580, 7251)
9376: (3574, 8592)
9377: (13236, 10198)
9378: (17536, 11715)
9379: (13825, 10480)
9380: (5799, 8760)
9381: (9118, 11749)
9382: (4110, 10521)
9383: (2614, 9684)
9384: (3856, 9471)
9385: (4201, 9528)
9386: (5155, 2275)
9387: (3127, 9125)
9388: (15760, 17223)
9389: (4006, 10879)
9390: (15659, 11029)
9391: (13717, 10960)
9392: (10223, 8829)
9393: (9429, 12560)
9394: (705, 8215)
9395: (14032, 14436)
9396: (14306, 12117)
9397: (13486, 11510)
9398: (10762, 11155)
9399: (17125, 12236)
9400: (2512, 7275)
9401: (3708, 7593)
9402: (3953, 7416)
9403: (3754, 8317)
9404: (3424, 9967)
9405: (4138, 5387)
9406: (2886, 7601)
9407: (3464, 10543)
9408: (16776, 16048)
9409: (2347, 10752)
9410: (11283, 10538)
9411: (740, 12095)
9412: (3221, 8247)
9413: (3015, 17160)
9414: (1001, 8800)
9415: (8591, 9045)
9416: (14633, 10334)
9417: (15308, 15581)
9418: (14214, 11064)
9419: (15005, 12132)
9420: (13382, 10699)
9421: (3709, 7375)
9422: (13282, 10644)
9423: (13160, 6388)
9424: (6478, 7874)
9425: (11150, 14826)
9426: (12152, 10933)
9427: (4315, 9236)
9428: (7436, 5912)
9429: (4836, 8692)
9430: (10436, 11105)
9431: (6592, 15491)
9432: (17691, 11417)
9433: (1859, 8440)
9434: (9063, 12414)
9435: (4169, 5229)
9436: (876, 8559)
9437: (12131, 10558)
9438: (759, 8265)
9439: (11006, 11561)
9440: (8644, 2038)
9441: (4300, 10177)
9442: (11189, 11396)
9443: (9729, 12989)
9444: (14787, 10605)
9445: (3875, 9861)
9446: (2032, 8433)
9447: (3769, 5308)
9448: (8978, 10386)
9449: (14523, 10103)
9450: (15048, 11273)
9451: (10173, 4087)
9452: (2812, 7996)
9453: (9900, 12151)
9454: (1683, 8768)
9455: (3116, 6747)
9456: (1093, 8073)
9457: (13506, 11177)
9458: (3226, 10102)
9459: (8048, 6210)
9460: (8733, 3525)
9461: (14476, 11615)
9462: (11103, 10928)
9463: (3286, 8636)
9464: (13583, 2894)
9465: (4016, 9001)
9466: (11349, 11498)
9467: (13219, 3798)
9468: (3819, 8749)
9469: (3395, 10200)
9470: (2691, 7914)
9471: (1030, 8399)
9472: (1032, 7918)
9473: (13640, 14832)
9474: (8615, 8314)
9475: (3412, 9470)
9476: (14237, 10929)
9477: (10297, 10565)
9478: (13515, 10982)
9479: (14032, 4672)
9480: (2796, 7520)
9481: (13734, 10481)
9482: (1195, 11069)
9483: (10587, 11271)
9484: (2684, 9699)
9485: (5739, 4729)
9486: (11637, 15240)
9487: (6503, 13775)
9488: (806, 8159)
9489: (12633, 20837)
9490: (12249, 15781)
9491: (12341, 13038)
9492: (13456, 14700)
9493: (12684, 18325)
9494: (7660, 12821)
9495: (7531, 21116)
9496: (7177, 20755)
9497: (6723, 16411)
9498: (11668, 13906)
9499: (10618, 18296)
9500: (10258, 15799)
9501: (9385, 19716)
9502: (9378, 19365)
9503: (8437, 16135)
9504: (10522, 14262)
9505: (11868, 21199)
9506: (6678, 15334)
9507: (8590, 19996)
9508: (13642, 21741)
9509: (1594, 8096)
9510: (4856, 7777)
9511: (7918, 22992)
9512: (14878, 12715)
9513: (17787, 12482)
9514: (7583, 12246)
9515: (7432, 12220)
9516: (13664, 17402)
9517: (3543, 9270)
9518: (16452, 14829)
9519: (11523, 10365)
9520: (1112, 8612)
9521: (1059, 8716)
9522: (6630, 20940)
9523: (7690, 21087)
9524: (11140, 11554)
9525: (13594, 12577)
9526: (3884, 10316)
9527: (4389, 10230)
9528: (4221, 10236)
9529: (4191, 10321)
9530: (4007, 10154)
9531: (12540, 10352)
9532: (12937, 5664)
9533: (12284, 5111)
9534: (2260, 9298)
9535: (12783, 15918)
9536: (12161, 17161)
9537: (13186, 11250)
9538: (3623, 8769)
9539: (17291, 12909)
9540: (12773, 10935)
9541: (13790, 11322)
9542: (10257, 11492)
9543: (8262, 22118)
9544: (9256, 4499)
9545: (8126, 13202)
9546: (3181, 8909)
9547: (1541, 10791)
9548: (2571, 7118)
9549: (2377, 6945)
9550: (1764, 9303)
9551: (9618, 12608)
9552: (4039, 9528)
9553: (14580, 14264)
9554: (7436, 505)
9555: (2039, 7020)
9556: (3348, 8606)
9557: (6198, 21338)
9558: (5203, 22796)
9559: (2932, 19523)
9560: (9959, 3698)
9561: (5369, 19065)
9562: (7830, 22713)
9563: (6197, 21932)
9564: (6688, 21444)
9565: (6412, 21035)
9566: (6854, 21804)
9567: (8224, 19669)
9568: (6463, 21285)
9569: (10846, 15066)
9570: (6747, 22942)
9571: (11303, 9356)
9572: (6769, 21206)
9573: (9779, 12832)
9574: (6471, 5317)
9575: (9056, 9544)
9576: (8599, 7662)
9577: (8621, 9621)
9578: (3716, 9818)
9579: (5687, 19981)
9580: (2573, 15879)
9581: (3389, 13649)
9582: (6033, 19913)
9583: (4220, 3132)
9584: (2374, 19653)
9585: (6654, 15547)
9586: (7816, 14846)
9587: (6130, 22198)
9588: (3345, 14738)
9589: (3793, 7611)
9590: (4014, 10297)
9591: (6653, 22505)
9592: (8239, 13454)
9593: (3667, 18326)
9594: (6920, 20421)
9595: (7973, 21185)
9596: (4117, 16399)
9597: (14467, 12000)
9598: (14765, 11567)
9599: (13748, 20656)
9600: (12796, 19254)
9601: (17526, 12037)
9602: (9430, 18799)
9603: (3665, 5253)
9604: (7465, 19029)
9605: (7815, 22582)
9606: (9894, 11150)
9607: (3072, 14277)
9608: (7132, 3942)
9609: (13741, 11490)
9610: (13317, 14264)
9611: (14366, 15544)
9612: (7502, 21491)
9613: (7481, 22433)
9614: (8474, 8809)
9615: (3335, 11049)
9616: (14965, 12310)
9617: (3064, 5778)
9618: (2103, 9308)
9619: (10423, 6376)
9620: (6847, 3801)
9621: (7949, 10097)
9622: (8079, 20238)
9623: (5936, 3796)
9624: (14678, 15256)
9625: (779, 8071)
9626: (5927, 2275)
9627: (9312, 19551)
9628: (13068, 20814)
9629: (12160, 14330)
9630: (7118, 20624)
9631: (3516, 7044)
9632: (3360, 7598)
9633: (13712, 1545)
9634: (12809, 1053)
9635: (5544, 6096)
9636: (2849, 8113)
9637: (4454, 7187)
9638: (4229, 7879)
9639: (5570, 9291)
9640: (4553, 7987)
9641: (5698, 7594)
9642: (3939, 9800)
9643: (2899, 6927)
9644: (10503, 582)
9645: (3253, 6263)
9646: (10193, 6282)
9647: (10720, 527)
9648: (12846, 769)
9649: (7194, 10822)
9650: (9516, 7844)
9651: (3701, 8995)
9652: (13263, 2819)
9653: (1432, 9183)
9654: (1094, 7374)
9655: (15156, 10936)
9656: (11526, 10714)
9657: (11883, 9944)
9658: (10229, 12160)
9659: (6886, 3891)
9660: (2617, 7285)
9661: (15554, 10988)
9662: (13225, 10012)
9663: (15321, 11135)
9664: (17583, 11608)
9665: (9094, 6231)
9666: (5776, 5177)
9667: (3675, 8315)
9668: (12149, 2864)
9669: (7892, 2786)
9670: (11544, 4465)
9671: (9072, 11769)
9672: (3574, 10175)
9673: (2556, 9722)
9674: (1724, 9135)
9675: (3852, 9432)
9676: (8612, 11098)
9677: (8472, 9505)
9678: (2291, 9077)
9679: (4137, 9596)
9680: (3569, 10490)
9681: (3099, 9030)
9682: (4107, 8974)
9683: (15632, 10979)
9684: (9368, 12540)
9685: (681, 8243)
9686: (13612, 11315)
9687: (10467, 3150)
9688: (8069, 4614)
9689: (14806, 11407)
9690: (10721, 11128)
9691: (9130, 1361)
9692: (17021, 11890)
9693: (11611, 1905)
9694: (15597, 11121)
9695: (3676, 9791)
9696: (9910, 7953)
9697: (10475, 10131)
9698: (2434, 7280)
9699: (4324, 3053)
9700: (4250, 5319)
9701: (10548, 4093)
9702: (10670, 1132)
9703: (3889, 7365)
9704: (3661, 7555)
9705: (3016, 7624)
9706: (2066, 12864)
9707: (5074, 5848)
9708: (3719, 8277)
9709: (13027, 10179)
9710: (10719, 12144)
9711: (12606, 9403)
9712: (9672, 10330)
9713: (3278, 9971)
9714: (2809, 7672)
9715: (8482, 6853)
9716: (3425, 10469)
9717: (13356, 15353)
9718: (1521, 8382)
9719: (8699, 10036)
9720: (4237, 3546)
9721: (2862, 7873)
9722: (8462, 4271)
9723: (12117, 9011)
9724: (3269, 10151)
9725: (2962, 17116)
9726: (780, 9167)
9727: (985, 8828)
9728: (12886, 9744)
9729: (7858, 8977)
9730: (11464, 9703)
9731: (14172, 11043)
9732: (10911, 9935)
9733: (13701, 10670)
9734: (8766, 95)
9735: (7404, 2562)
9736: (9125, 9769)
9737: (9397, 12075)
9738: (9971, 2276)
9739: (10074, 6626)
9740: (3675, 7349)
9741: (3315, 10277)
9742: (8560, 7016)
9743: (6488, 7622)
9744: (6725, 19901)
9745: (3775, 7286)
9746: (11179, 11250)
9747: (10053, 3937)
9748: (5256, 2768)
9749: (4332, 9199)
9750: (13523, 2406)
9751: (8703, 13002)
9752: (5838, 2362)
9753: (3873, 9188)
9754: (9380, 16791)
9755: (6576, 15244)
9756: (15852, 3716)
9757: (9188, 6359)
9758: (17645, 11443)
9759: (1848, 8468)
9760: (11569, 10353)
9761: (9801, 1648)
9762: (4022, 5209)
9763: (10008, 2574)
9764: (12068, 1903)
9765: (880, 8523)
9766: (8399, 7734)
9767: (14121, 4094)
9768: (10035, 10343)
9769: (10901, 10363)
9770: (3280, 9944)
9771: (5430, 4181)
9772: (9811, 6815)
9773: (14695, 10913)
9774: (3040, 7325)
9775: (11006, 11531)
9776: (8104, 440)
9777: (3939, 1688)
9778: (9141, 2116)
9779: (6236, 4780)
9780: (4474, 10044)
9781: (10809, 12635)
9782: (8666, 10788)
9783: (7556, 4995)
9784: (8643, 2375)
9785: (13176, 10594)
9786: (4308, 10228)
9787: (11175, 11342)
9788: (9469, 13031)
9789: (14909, 10643)
9790: (14053, 9913)
9791: (2015, 8482)
9792: (9116, 7212)
9793: (11531, 2618)
9794: (3840, 5484)
9795: (13685, 4390)
9796: (10393, 10145)
9797: (14708, 11069)
9798: (9431, 10379)
9799: (8862, 2178)
9800: (9055, 7683)
9801: (10662, 2563)
9802: (10834, 12898)
9803: (17795, 11418)
9804: (3214, 5580)
9805: (7468, 8770)
9806: (10834, 1002)
9807: (8034, 5116)
9808: (9920, 12243)
9809: (7616, 2426)
9810: (9417, 9887)
9811: (1705, 8818)
9812: (8299, 420)
9813: (3106, 6707)
9814: (8818, 0)
9815: (1119, 8088)
9816: (3221, 10073)
9817: (6859, 5084)
9818: (3533, 7571)
9819: (8824, 9401)
9820: (4538, 6832)
9821: (12301, 3764)
9822: (6907, 5434)
9823: (13032, 2668)
9824: (7142, 974)
9825: (2243, 6708)
9826: (8148, 8747)
9827: (3989, 8947)
9828: (12746, 4884)
9829: (11317, 11477)
9830: (10982, 7183)
9831: (5909, 8392)
9832: (5363, 8799)
9833: (13268, 6441)
9834: (3841, 8742)
9835: (3553, 10248)
9836: (8376, 9989)
9837: (1012, 8426)
9838: (3199, 6903)
9839: (3327, 6989)
9840: (954, 8184)
9841: (10523, 9976)
9842: (11126, 10220)
9843: (3617, 8542)
9844: (7366, 13123)
9845: (13297, 10974)
9846: (3782, 9093)
9847: (4052, 7260)
9848: (14210, 9541)
9849: (9975, 9621)
9850: (10756, 10195)
9851: (2764, 7548)
9852: (4498, 2884)
9853: (8333, 10783)
9854: (2652, 9680)
9855: (11495, 12536)
9856: (13342, 1850)
9857: (6336, 6099)
9858: (8340, 7041)
9859: (8167, 2062)
9860: (2980, 9329)
9861: (3593, 19520)
9862: (10968, 14894)
9863: (2779, 15157)
9864: (2811, 10057)
9865: (4090, 7970)
9866: (1247, 7105)
9867: (6105, 22744)
9868: (15216, 12025)
9869: (6716, 21115)
9870: (10769, 2776)
9871: (3400, 7220)
9872: (2499, 11470)
9873: (15958, 17338)
9874: (15456, 14815)
9875: (3559, 7457)
9876: (6245, 19711)
9877: (13478, 21321)
9878: (10142, 15765)
9879: (12283, 12112)
9880: (8369, 10480)
9881: (14572, 10929)
9882: (6828, 20041)
9883: (6664, 5722)
9884: (16563, 15213)
9885: (14135, 14298)
9886: (5963, 769)
9887: (10142, 10207)
9888: (7169, 5592)
9889: (5688, 4929)
9890: (4613, 13904)
9891: (7437, 20434)
9892: (8536, 3496)
9893: (15536, 11258)
9894: (3857, 8827)
9895: (3478, 10515)
9896: (16091, 10889)
9897: (14864, 13561)
9898: (12594, 9492)
9899: (15433, 12511)
9900: (13644, 10482)
9901: (13223, 12039)
9902: (8716, 10155)
9903: (7840, 2717)
9904: (2817, 13392)
9905: (6477, 19019)
9906: (8520, 20113)
9907: (8540, 8559)
9908: (5626, 14284)
9909: (7947, 22788)
9910: (8228, 20162)
9911: (7727, 20640)
9912: (6200, 21158)
9913: (6359, 21325)
9914: (4285, 8233)
9915: (5561, 5686)
9916: (4576, 4650)
9917: (5774, 4890)
9918: (10906, 11047)
9919: (11870, 10053)
9920: (9500, 4822)
9921: (9515, 17607)
9922: (3894, 9784)
9923: (5568, 22889)
9924: (7212, 22858)
9925: (6475, 5772)
9926: (5739, 8485)
9927: (4489, 5633)
9928: (3195, 7031)
9929: (14174, 4613)
9930: (7066, 21186)
9931: (3958, 3373)
9932: (11151, 6370)
9933: (4203, 7319)
9934: (9044, 3367)
9935: (4608, 6950)
9936: (6221, 3121)
9937: (8762, 254)
9938: (5342, 6100)
9939: (7557, 2064)
9940: (1775, 9687)
9941: (4056, 3266)
9942: (10890, 719)
9943: (3164, 8130)
9944: (2763, 6492)
9945: (2942, 15362)
9946: (16275, 12004)
